27354_2|| CONTINUOUS MAIN || CONTINUOUS || IRNT || CONTINUOUS-SKIP-500 (0) || 
130216_0|| DATE || DATE TO BINARY || sample 269016/2863(271879) || SUCCESS results-logistic-binary 
130218_0|| DATE || DATE TO BINARY || sample 270123/1756(271879) || SUCCESS results-logistic-binary 
130220_0|| DATE || DATE TO BINARY || sample 271764/115(271879) || SUCCESS results-logistic-binary 
130222_0|| DATE || DATE TO BINARY || sample 271740/139(271879) || SUCCESS results-logistic-binary 
130224_0|| DATE || DATE TO BINARY || sample 265129/6750(271879) || SUCCESS results-logistic-binary 
130226_0|| DATE || DATE TO BINARY || sample 253797/18082(271879) || SUCCESS results-logistic-binary 
130228_0|| DATE || DATE TO BINARY || sample 268872/3007(271879) || SUCCESS results-logistic-binary 
130230_0|| DATE || DATE TO BINARY || sample 263829/8050(271879) || SUCCESS results-logistic-binary 
130232_0|| DATE || DATE-SKIP-10 (271876 vs 3) || 
130234_0|| DATE || DATE-SKIP-10 (271873 vs 6) || 
130236_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130240_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130242_0|| DATE || DATE-SKIP-10 (271879 vs 0) || 
130244_0|| DATE || DATE TO BINARY || sample 271596/283(271879) || SUCCESS results-logistic-binary 
130246_0|| DATE || DATE-SKIP-10 (271875 vs 4) || 
130248_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130250_0|| DATE || DATE TO BINARY || sample 271862/17(271879) || SUCCESS results-logistic-binary 
130252_0|| DATE || DATE TO BINARY || sample 271862/17(271879) || SUCCESS results-logistic-binary 
130254_0|| DATE || DATE TO BINARY || sample 271555/324(271879) || SUCCESS results-logistic-binary 
130256_0|| DATE || DATE TO BINARY || sample 271836/43(271879) || SUCCESS results-logistic-binary 
130258_0|| DATE || DATE TO BINARY || sample 271866/13(271879) || SUCCESS results-logistic-binary 
130260_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130262_0|| DATE || DATE-SKIP-10 (271877 vs 2) || 
130264_0|| DATE || DATE TO BINARY || sample 271532/347(271879) || SUCCESS results-logistic-binary 
130266_0|| DATE || DATE-SKIP-10 (271871 vs 8) || 
130270_0|| DATE || DATE-SKIP-10 (271878 vs 1) || 
130272_0|| DATE || DATE TO BINARY || sample 271849/30(271879) || SUCCESS results-logistic-binary 
